   +9.717993e-07 +1.238312e-09 -1.091409e-07
   +9.718187e-07 +1.238025e-09 -1.089419e-07
   +9.718380e-07 +1.237737e-09 -1.087428e-07
   +9.684403e-07 +2.790396e-09 -1.090172e-07
   +9.664782e-07 +4.204078e-09 -1.087461e-07
   +9.664975e-07 +4.203790e-09 -1.085470e-07
   +9.659087e-07 +5.479571e-09 -1.086808e-07
   +9.659280e-07 +5.479284e-09 -1.084817e-07
   +9.659473e-07 +5.478996e-09 -1.082826e-07
   +9.659667e-07 +5.478709e-09 -1.080836e-07
   +9.659860e-07 +5.478421e-09 -1.078845e-07
   +9.660053e-07 +5.478134e-09 -1.076854e-07
   +9.660246e-07 +5.477846e-09 -1.074864e-07
   +9.660440e-07 +5.477559e-09 -1.072873e-07
   +9.664868e-07 +4.203949e-09 -1.086569e-07
   +9.665061e-07 +4.203661e-09 -1.084579e-07
   +9.665255e-07 +4.203372e-09 -1.082588e-07
   +9.656650e-07 +3.066625e-09 -1.086982e-07
   +9.659186e-07 +5.479424e-09 -1.085789e-07
   +9.659379e-07 +5.479137e-09 -1.083798e-07
   +9.659572e-07 +5.478849e-09 -1.081808e-07
   +9.659765e-07 +5.478562e-09 -1.079817e-07
   +9.659959e-07 +5.478274e-09 -1.077827e-07
   +9.660152e-07 +5.477987e-09 -1.075836e-07
   +9.656718e-07 +3.066525e-09 -1.086285e-07
   +9.656911e-07 +3.066237e-09 -1.084295e-07
   +9.657105e-07 +3.065950e-09 -1.082304e-07
   +9.657298e-07 +3.065662e-09 -1.080314e-07
   +9.657491e-07 +3.065375e-09 -1.078323e-07
   +9.659033e-07 +5.479651e-09 -1.087362e-07
   +9.659226e-07 +5.479364e-09 -1.085371e-07
   +9.673044e-07 +5.341387e-09 -1.087522e-07
   +9.673237e-07 +5.341099e-09 -1.085532e-07
   +9.678612e-07 +4.065982e-09 -1.089473e-07
   +9.678806e-07 +4.065694e-09 -1.087482e-07
   +9.661453e-07 +7.892721e-09 -1.087354e-07
