# this file contains the average of dx^2, dy^2, and dz^2 of the particle ensemble over time
# number of particles: 2000

time,x,y,z
+3.730000e-13,+1.824832e-16,+1.090654e-16,+1.772919e-16
+3.740000e-13,+1.835630e-16,+1.093285e-16,+1.779044e-16
+3.750000e-13,+1.846154e-16,+1.098522e-16,+1.799173e-16
+3.760000e-13,+1.848007e-16,+1.095939e-16,+1.794065e-16
+3.770000e-13,+1.856105e-16,+1.106061e-16,+1.799088e-16
+3.780000e-13,+1.855378e-16,+1.106761e-16,+1.811188e-16
+3.790000e-13,+1.856375e-16,+1.102607e-16,+1.822819e-16
+3.800000e-13,+1.860226e-16,+1.103849e-16,+1.826837e-16
+3.810000e-13,+1.861536e-16,+1.110006e-16,+1.837301e-16
+3.820000e-13,+1.871590e-16,+1.120703e-16,+1.847646e-16
+3.830000e-13,+1.881175e-16,+1.128490e-16,+1.858036e-16
+3.840000e-13,+1.891260e-16,+1.131743e-16,+1.869860e-16
+3.850000e-13,+1.897509e-16,+1.134350e-16,+1.871122e-16
+3.860000e-13,+1.901795e-16,+1.129913e-16,+1.873197e-16
+3.870000e-13,+1.914863e-16,+1.129137e-16,+1.878509e-16
+3.880000e-13,+1.909004e-16,+1.128565e-16,+1.892353e-16
+3.890000e-13,+1.922700e-16,+1.122902e-16,+1.894765e-16
+3.900000e-13,+1.926780e-16,+1.126649e-16,+1.890894e-16
+3.910000e-13,+1.923770e-16,+1.130740e-16,+1.899191e-16
+3.920000e-13,+1.935081e-16,+1.138622e-16,+1.905156e-16
+3.930000e-13,+1.951163e-16,+1.142418e-16,+1.913994e-16
+3.940000e-13,+1.969758e-16,+1.146273e-16,+1.925119e-16
+3.950000e-13,+1.980005e-16,+1.154675e-16,+1.916454e-16
+3.960000e-13,+1.977329e-16,+1.150794e-16,+1.914718e-16
+3.970000e-13,+1.987559e-16,+1.156230e-16,+1.904919e-16
+3.980000e-13,+2.001476e-16,+1.160409e-16,+1.915506e-16
+3.990000e-13,+2.016233e-16,+1.159645e-16,+1.922191e-16
+4.000000e-13,+2.010172e-16,+1.161455e-16,+1.928264e-16
+4.010000e-13,+2.007615e-16,+1.161890e-16,+1.934237e-16
+4.020000e-13,+2.017026e-16,+1.161633e-16,+1.944636e-16
+4.030000e-13,+2.026288e-16,+1.160418e-16,+1.947419e-16
+4.040000e-13,+2.032944e-16,+1.166838e-16,+1.948211e-16
+4.050000e-13,+2.030931e-16,+1.168963e-16,+1.950533e-16
+4.060000e-13,+2.036770e-16,+1.165308e-16,+1.947951e-16
+4.070000e-13,+2.037393e-16,+1.172619e-16,+1.947168e-16
+4.080000e-13,+2.035185e-16,+1.173667e-16,+1.950899e-16
+4.090000e-13,+2.043540e-16,+1.169161e-16,+1.953993e-16
+4.100000e-13,+2.048473e-16,+1.174554e-16,+1.952526e-16
+4.110000e-13,+2.050819e-16,+1.178999e-16,+1.955640e-16
+4.120000e-13,+2.056957e-16,+1.181906e-16,+1.968367e-16
+4.130000e-13,+2.060858e-16,+1.184690e-16,+1.960513e-16
+4.140000e-13,+2.053968e-16,+1.193101e-16,+1.970521e-16
+4.150000e-13,+2.062596e-16,+1.197523e-16,+1.976222e-16
+4.160000e-13,+2.066019e-16,+1.199134e-16,+1.988672e-16
+4.170000e-13,+2.080407e-16,+1.204535e-16,+1.997596e-16
+4.180000e-13,+2.083341e-16,+1.206431e-16,+1.998322e-16
+4.190000e-13,+2.095031e-16,+1.213358e-16,+1.996186e-16
+4.200000e-13,+2.111869e-16,+1.220647e-16,+2.006682e-16
+4.210000e-13,+2.109997e-16,+1.222967e-16,+2.010442e-16
+4.220000e-13,+2.105902e-16,+1.225303e-16,+2.012169e-16
+4.230000e-13,+2.108433e-16,+1.230690e-16,+2.019899e-16
+4.240000e-13,+2.116213e-16,+1.232690e-16,+2.021822e-16
+4.250000e-13,+2.110572e-16,+1.230490e-16,+2.023531e-16
+4.260000e-13,+2.107987e-16,+1.234426e-16,+2.025230e-16
+4.270000e-13,+2.118890e-16,+1.224636e-16,+2.024837e-16
+4.280000e-13,+2.133068e-16,+1.225670e-16,+2.029519e-16
+4.290000e-13,+2.138214e-16,+1.220847e-16,+2.030936e-16
+4.300000e-13,+2.148974e-16,+1.219342e-16,+2.031060e-16
+4.310000e-13,+2.159565e-16,+1.221596e-16,+2.037617e-16
+4.320000e-13,+2.163048e-16,+1.228292e-16,+2.046377e-16
+4.330000e-13,+2.178503e-16,+1.223030e-16,+2.040355e-16
+4.340000e-13,+2.200191e-16,+1.221710e-16,+2.047836e-16
+4.350000e-13,+2.205035e-16,+1.219389e-16,+2.045056e-16
+4.360000e-13,+2.208478e-16,+1.217896e-16,+2.049084e-16
+4.370000e-13,+2.206965e-16,+1.220250e-16,+2.070185e-16
+4.380000e-13,+2.209409e-16,+1.219845e-16,+2.080207e-16
+4.390000e-13,+2.214908e-16,+1.221056e-16,+2.097474e-16
+4.400000e-13,+2.219172e-16,+1.224048e-16,+2.097840e-16
+4.410000e-13,+2.220472e-16,+1.226570e-16,+2.097416e-16
+4.420000e-13,+2.231327e-16,+1.235760e-16,+2.102850e-16
+4.430000e-13,+2.238125e-16,+1.243673e-16,+2.105068e-16
+4.440000e-13,+2.231770e-16,+1.244169e-16,+2.122043e-16
+4.450000e-13,+2.229419e-16,+1.250350e-16,+2.131944e-16
+4.460000e-13,+2.244062e-16,+1.246683e-16,+2.142397e-16
+4.470000e-13,+2.260387e-16,+1.257411e-16,+2.142086e-16
+4.480000e-13,+2.264217e-16,+1.260748e-16,+2.159682e-16
+4.490000e-13,+2.256819e-16,+1.274380e-16,+2.148718e-16
+4.500000e-13,+2.258336e-16,+1.277373e-16,+2.155268e-16
+4.510000e-13,+2.253587e-16,+1.280861e-16,+2.156136e-16
+4.520000e-13,+2.252276e-16,+1.281786e-16,+2.155608e-16
+4.530000e-13,+2.255772e-16,+1.283060e-16,+2.166328e-16
+4.540000e-13,+2.262100e-16,+1.288873e-16,+2.170111e-16
+4.550000e-13,+2.267331e-16,+1.294829e-16,+2.169756e-16
+4.560000e-13,+2.283924e-16,+1.292004e-16,+2.183114e-16
+4.570000e-13,+2.282791e-16,+1.292652e-16,+2.191949e-16
+4.580000e-13,+2.279092e-16,+1.295173e-16,+2.203305e-16
+4.590000e-13,+2.285081e-16,+1.300781e-16,+2.204236e-16
+4.600000e-13,+2.292937e-16,+1.304587e-16,+2.205763e-16
+4.610000e-13,+2.295202e-16,+1.302453e-16,+2.211715e-16
+4.620000e-13,+2.301623e-16,+1.307057e-16,+2.211392e-16
+4.630000e-13,+2.321262e-16,+1.302256e-16,+2.214823e-16
+4.640000e-13,+2.331789e-16,+1.306155e-16,+2.215285e-16
+4.650000e-13,+2.342579e-16,+1.300146e-16,+2.227246e-16
+4.660000e-13,+2.352434e-16,+1.295822e-16,+2.228882e-16
+4.670000e-13,+2.374695e-16,+1.301693e-16,+2.240576e-16
+4.680000e-13,+2.376768e-16,+1.300842e-16,+2.247640e-16
+4.690000e-13,+2.370254e-16,+1.299596e-16,+2.251710e-16
+4.700000e-13,+2.375436e-16,+1.302082e-16,+2.241916e-16
+4.710000e-13,+2.377680e-16,+1.296955e-16,+2.238841e-16
+4.720000e-13,+2.390567e-16,+1.300609e-16,+2.252437e-16
+4.730000e-13,+2.396258e-16,+1.297401e-16,+2.268424e-16
+4.740000e-13,+2.405937e-16,+1.308482e-16,+2.261449e-16
+4.750000e-13,+2.406121e-16,+1.308564e-16,+2.266241e-16
+4.760000e-13,+2.406047e-16,+1.305133e-16,+2.270116e-16
+4.770000e-13,+2.404553e-16,+1.302152e-16,+2.266987e-16
+4.780000e-13,+2.414802e-16,+1.307611e-16,+2.277617e-16
+4.790000e-13,+2.417675e-16,+1.312169e-16,+2.268123e-16
+4.800000e-13,+2.414905e-16,+1.312675e-16,+2.260356e-16
+4.810000e-13,+2.426608e-16,+1.319292e-16,+2.271453e-16
+4.820000e-13,+2.431150e-16,+1.318762e-16,+2.282992e-16
+4.830000e-13,+2.447323e-16,+1.320883e-16,+2.286362e-16
+4.840000e-13,+2.452928e-16,+1.322506e-16,+2.298576e-16
+4.850000e-13,+2.453122e-16,+1.330051e-16,+2.305824e-16
+4.860000e-13,+2.464235e-16,+1.332696e-16,+2.312259e-16
+4.870000e-13,+2.460807e-16,+1.331014e-16,+2.303132e-16
+4.880000e-13,+2.463523e-16,+1.329473e-16,+2.304207e-16
+4.890000e-13,+2.458690e-16,+1.336778e-16,+2.308204e-16
+4.900000e-13,+2.480668e-16,+1.334106e-16,+2.316037e-16
+4.910000e-13,+2.476746e-16,+1.333994e-16,+2.313620e-16
+4.920000e-13,+2.486115e-16,+1.338452e-16,+2.317908e-16
+4.930000e-13,+2.496007e-16,+1.335401e-16,+2.331850e-16
+4.940000e-13,+2.505162e-16,+1.341111e-16,+2.331799e-16
+4.950000e-13,+2.494611e-16,+1.345591e-16,+2.340193e-16
+4.960000e-13,+2.493239e-16,+1.343506e-16,+2.351036e-16
+4.970000e-13,+2.492900e-16,+1.349365e-16,+2.365857e-16
+4.980000e-13,+2.496044e-16,+1.352746e-16,+2.370540e-16
+4.990000e-13,+2.496644e-16,+1.357179e-16,+2.383101e-16
+5.000000e-13,+2.501526e-16,+1.365130e-16,+2.380151e-16
+5.010000e-13,+2.515784e-16,+1.364282e-16,+2.383277e-16
+5.020000e-13,+2.509869e-16,+1.362960e-16,+2.391254e-16
+5.030000e-13,+2.512676e-16,+1.363563e-16,+2.391968e-16
+5.040000e-13,+2.514939e-16,+1.364437e-16,+2.412611e-16
+5.050000e-13,+2.515207e-16,+1.364340e-16,+2.430567e-16
+5.060000e-13,+2.532551e-16,+1.364136e-16,+2.435187e-16
+5.070000e-13,+2.554550e-16,+1.367787e-16,+2.441640e-16
+5.080000e-13,+2.559928e-16,+1.373628e-16,+2.453112e-16
+5.090000e-13,+2.571361e-16,+1.375370e-16,+2.461613e-16
+5.100000e-13,+2.580178e-16,+1.379074e-16,+2.460897e-16
+5.110000e-13,+2.577624e-16,+1.380672e-16,+2.476237e-16
+5.120000e-13,+2.592590e-16,+1.379101e-16,+2.469554e-16
+5.130000e-13,+2.601697e-16,+1.384795e-16,+2.477993e-16
+5.140000e-13,+2.618616e-16,+1.386719e-16,+2.472852e-16
+5.150000e-13,+2.623819e-16,+1.386913e-16,+2.481146e-16
+5.160000e-13,+2.617679e-16,+1.379686e-16,+2.492656e-16
+5.170000e-13,+2.618477e-16,+1.381388e-16,+2.494819e-16
+5.180000e-13,+2.630455e-16,+1.382904e-16,+2.508618e-16
+5.190000e-13,+2.635139e-16,+1.380317e-16,+2.508052e-16
+5.200000e-13,+2.643235e-16,+1.382949e-16,+2.516504e-16
+5.210000e-13,+2.646921e-16,+1.392085e-16,+2.521712e-16
+5.220000e-13,+2.652616e-16,+1.389453e-16,+2.521678e-16
+5.230000e-13,+2.653255e-16,+1.385211e-16,+2.537600e-16
+5.240000e-13,+2.657422e-16,+1.391902e-16,+2.539405e-16
+5.250000e-13,+2.671701e-16,+1.392954e-16,+2.547550e-16
+5.260000e-13,+2.669762e-16,+1.399294e-16,+2.551804e-16
+5.270000e-13,+2.678488e-16,+1.399190e-16,+2.552362e-16
+5.280000e-13,+2.690130e-16,+1.403108e-16,+2.557722e-16
+5.290000e-13,+2.700445e-16,+1.410917e-16,+2.557361e-16
+5.300000e-13,+2.702637e-16,+1.413415e-16,+2.561314e-16
+5.310000e-13,+2.702759e-16,+1.420419e-16,+2.564086e-16
+5.320000e-13,+2.704929e-16,+1.424266e-16,+2.570084e-16
+5.330000e-13,+2.707281e-16,+1.427865e-16,+2.570206e-16
+5.340000e-13,+2.715538e-16,+1.427162e-16,+2.576766e-16
+5.350000e-13,+2.727382e-16,+1.428569e-16,+2.570343e-16
+5.360000e-13,+2.732902e-16,+1.423826e-16,+2.580996e-16
+5.370000e-13,+2.747837e-16,+1.418539e-16,+2.574271e-16
+5.380000e-13,+2.761539e-16,+1.421755e-16,+2.579244e-16
+5.390000e-13,+2.752992e-16,+1.420850e-16,+2.582722e-16
+5.400000e-13,+2.749936e-16,+1.424303e-16,+2.584156e-16
+5.410000e-13,+2.746988e-16,+1.432814e-16,+2.578197e-16
+5.420000e-13,+2.753842e-16,+1.441709e-16,+2.575311e-16
+5.430000e-13,+2.765837e-16,+1.453161e-16,+2.569031e-16
+5.440000e-13,+2.764141e-16,+1.456019e-16,+2.568646e-16
+5.450000e-13,+2.765487e-16,+1.454882e-16,+2.571540e-16
+5.460000e-13,+2.774044e-16,+1.457199e-16,+2.574837e-16
+5.470000e-13,+2.761380e-16,+1.451892e-16,+2.587781e-16
+5.480000e-13,+2.777526e-16,+1.449264e-16,+2.590894e-16
+5.490000e-13,+2.764652e-16,+1.449793e-16,+2.595708e-16
+5.500000e-13,+2.761050e-16,+1.456401e-16,+2.599855e-16
+5.510000e-13,+2.760943e-16,+1.464037e-16,+2.603941e-16
+5.520000e-13,+2.760465e-16,+1.466437e-16,+2.608552e-16
+5.530000e-13,+2.765667e-16,+1.474654e-16,+2.621079e-16
+5.540000e-13,+2.765940e-16,+1.485755e-16,+2.633524e-16
+5.550000e-13,+2.765401e-16,+1.491023e-16,+2.649723e-16
+5.560000e-13,+2.764685e-16,+1.490002e-16,+2.653195e-16
+5.570000e-13,+2.777499e-16,+1.488752e-16,+2.666258e-16
+5.580000e-13,+2.793184e-16,+1.494528e-16,+2.675010e-16
+5.590000e-13,+2.794277e-16,+1.496026e-16,+2.670359e-16
+5.600000e-13,+2.799003e-16,+1.500255e-16,+2.675019e-16
+5.610000e-13,+2.795190e-16,+1.503182e-16,+2.684225e-16
+5.620000e-13,+2.791455e-16,+1.505449e-16,+2.686753e-16
+5.630000e-13,+2.796417e-16,+1.510849e-16,+2.699069e-16
+5.640000e-13,+2.799844e-16,+1.519108e-16,+2.716574e-16
+5.650000e-13,+2.799143e-16,+1.521945e-16,+2.715471e-16
+5.660000e-13,+2.803160e-16,+1.527310e-16,+2.720760e-16
+5.670000e-13,+2.799156e-16,+1.541228e-16,+2.732627e-16
+5.680000e-13,+2.804190e-16,+1.545421e-16,+2.733737e-16
+5.690000e-13,+2.808096e-16,+1.554910e-16,+2.737032e-16
+5.700000e-13,+2.816992e-16,+1.560284e-16,+2.742972e-16
+5.710000e-13,+2.819564e-16,+1.566977e-16,+2.752475e-16
+5.720000e-13,+2.821835e-16,+1.568046e-16,+2.759206e-16
+5.730000e-13,+2.829602e-16,+1.571535e-16,+2.764827e-16
+5.740000e-13,+2.836265e-16,+1.571918e-16,+2.770062e-16
+5.750000e-13,+2.851483e-16,+1.581223e-16,+2.765795e-16
+5.760000e-13,+2.851601e-16,+1.584210e-16,+2.759648e-16
+5.770000e-13,+2.854869e-16,+1.596441e-16,+2.758288e-16
+5.780000e-13,+2.874932e-16,+1.593800e-16,+2.769140e-16
+5.790000e-13,+2.885475e-16,+1.594681e-16,+2.773518e-16
+5.800000e-13,+2.890077e-16,+1.592341e-16,+2.773876e-16
+5.810000e-13,+2.879749e-16,+1.590473e-16,+2.780380e-16
+5.820000e-13,+2.878950e-16,+1.596436e-16,+2.763462e-16
+5.830000e-13,+2.886283e-16,+1.598588e-16,+2.761909e-16
+5.840000e-13,+2.912672e-16,+1.598120e-16,+2.750988e-16
+5.850000e-13,+2.924212e-16,+1.597409e-16,+2.758986e-16
+5.860000e-13,+2.924916e-16,+1.604290e-16,+2.764302e-16
+5.870000e-13,+2.922696e-16,+1.609408e-16,+2.772694e-16
+5.880000e-13,+2.909277e-16,+1.602431e-16,+2.762284e-16
+5.890000e-13,+2.932146e-16,+1.614899e-16,+2.779916e-16
+5.900000e-13,+2.929148e-16,+1.621543e-16,+2.777850e-16
+5.910000e-13,+2.938576e-16,+1.621595e-16,+2.774695e-16
+5.920000e-13,+2.947216e-16,+1.618616e-16,+2.794129e-16
+5.930000e-13,+2.941846e-16,+1.616733e-16,+2.807100e-16
+5.940000e-13,+2.960146e-16,+1.625134e-16,+2.798886e-16
+5.950000e-13,+2.970963e-16,+1.624033e-16,+2.804677e-16
+5.960000e-13,+2.967513e-16,+1.623363e-16,+2.803188e-16
+5.970000e-13,+2.973724e-16,+1.621371e-16,+2.808060e-16
+5.980000e-13,+2.988228e-16,+1.621893e-16,+2.814883e-16
+5.990000e-13,+2.987269e-16,+1.630704e-16,+2.819433e-16
+6.000000e-13,+3.002867e-16,+1.628129e-16,+2.828291e-16
+6.010000e-13,+3.005302e-16,+1.626558e-16,+2.831202e-16
+6.020000e-13,+3.018999e-16,+1.629371e-16,+2.832497e-16
+6.030000e-13,+3.023500e-16,+1.631752e-16,+2.837553e-16
+6.040000e-13,+3.038289e-16,+1.641411e-16,+2.836820e-16
+6.050000e-13,+3.053450e-16,+1.647919e-16,+2.853718e-16
+6.060000e-13,+3.060771e-16,+1.656475e-16,+2.853140e-16
+6.070000e-13,+3.079296e-16,+1.660422e-16,+2.855763e-16
+6.080000e-13,+3.084271e-16,+1.659298e-16,+2.865842e-16
+6.090000e-13,+3.089395e-16,+1.662980e-16,+2.878624e-16
+6.100000e-13,+3.085884e-16,+1.657221e-16,+2.882688e-16
+6.110000e-13,+3.081561e-16,+1.660848e-16,+2.886455e-16
+6.120000e-13,+3.082646e-16,+1.660436e-16,+2.882756e-16
+6.130000e-13,+3.090280e-16,+1.664704e-16,+2.885741e-16
+6.140000e-13,+3.085661e-16,+1.671873e-16,+2.881325e-16
+6.150000e-13,+3.080390e-16,+1.676620e-16,+2.882653e-16
+6.160000e-13,+3.068936e-16,+1.678969e-16,+2.875941e-16
+6.170000e-13,+3.072206e-16,+1.686513e-16,+2.873803e-16
+6.180000e-13,+3.080032e-16,+1.680732e-16,+2.873472e-16
+6.190000e-13,+3.078670e-16,+1.686355e-16,+2.872341e-16
+6.200000e-13,+3.076149e-16,+1.690858e-16,+2.884639e-16
+6.210000e-13,+3.077459e-16,+1.688227e-16,+2.899683e-16
+6.220000e-13,+3.076101e-16,+1.688628e-16,+2.908315e-16
+6.230000e-13,+3.069539e-16,+1.689970e-16,+2.912751e-16
+6.240000e-13,+3.073295e-16,+1.702913e-16,+2.914739e-16
+6.250000e-13,+3.072661e-16,+1.705985e-16,+2.923804e-16
+6.260000e-13,+3.084772e-16,+1.703560e-16,+2.919684e-16
+6.270000e-13,+3.097846e-16,+1.707686e-16,+2.915419e-16
+6.280000e-13,+3.103076e-16,+1.702558e-16,+2.918105e-16
+6.290000e-13,+3.103185e-16,+1.698401e-16,+2.925479e-16
+6.300000e-13,+3.103357e-16,+1.699571e-16,+2.933926e-16
+6.310000e-13,+3.100657e-16,+1.697462e-16,+2.933496e-16
+6.320000e-13,+3.101567e-16,+1.701019e-16,+2.921949e-16
+6.330000e-13,+3.100622e-16,+1.701681e-16,+2.936462e-16
+6.340000e-13,+3.100776e-16,+1.710087e-16,+2.940274e-16
+6.350000e-13,+3.106041e-16,+1.718820e-16,+2.948440e-16
+6.360000e-13,+3.116441e-16,+1.709605e-16,+2.946922e-16
+6.370000e-13,+3.128520e-16,+1.719381e-16,+2.961615e-16
+6.380000e-13,+3.130471e-16,+1.725637e-16,+2.959866e-16
+6.390000e-13,+3.150066e-16,+1.729774e-16,+2.960332e-16
+6.400000e-13,+3.160232e-16,+1.724633e-16,+2.989661e-16
+6.410000e-13,+3.165488e-16,+1.721537e-16,+3.006853e-16
+6.420000e-13,+3.171443e-16,+1.725989e-16,+3.008353e-16
+6.430000e-13,+3.170340e-16,+1.726424e-16,+3.010653e-16
+6.440000e-13,+3.183278e-16,+1.727455e-16,+3.001447e-16
+6.450000e-13,+3.201709e-16,+1.729593e-16,+3.020905e-16
+6.460000e-13,+3.201980e-16,+1.728075e-16,+3.020260e-16
+6.470000e-13,+3.197889e-16,+1.727318e-16,+3.020127e-16
+6.480000e-13,+3.196140e-16,+1.723714e-16,+3.022346e-16
+6.490000e-13,+3.192938e-16,+1.722609e-16,+3.025761e-16
+6.500000e-13,+3.199528e-16,+1.718524e-16,+3.024890e-16
+6.510000e-13,+3.205505e-16,+1.729110e-16,+3.033116e-16
+6.520000e-13,+3.196877e-16,+1.736240e-16,+3.035620e-16
+6.530000e-13,+3.194806e-16,+1.731822e-16,+3.040602e-16
+6.540000e-13,+3.192506e-16,+1.737106e-16,+3.038998e-16
+6.550000e-13,+3.193562e-16,+1.735039e-16,+3.040866e-16
+6.560000e-13,+3.211891e-16,+1.737313e-16,+3.049358e-16
+6.570000e-13,+3.202342e-16,+1.735225e-16,+3.049704e-16
+6.580000e-13,+3.201837e-16,+1.748724e-16,+3.056745e-16
+6.590000e-13,+3.215566e-16,+1.745241e-16,+3.047487e-16
+6.600000e-13,+3.218553e-16,+1.744898e-16,+3.056615e-16
+6.610000e-13,+3.218287e-16,+1.747015e-16,+3.048782e-16
+6.620000e-13,+3.210633e-16,+1.750248e-16,+3.039663e-16
+6.630000e-13,+3.223296e-16,+1.752132e-16,+3.049412e-16
+6.640000e-13,+3.226140e-16,+1.747020e-16,+3.048903e-16
+6.650000e-13,+3.232085e-16,+1.752984e-16,+3.053509e-16
+6.660000e-13,+3.240740e-16,+1.747419e-16,+3.062835e-16
+6.670000e-13,+3.236057e-16,+1.754439e-16,+3.067587e-16
+6.680000e-13,+3.235305e-16,+1.756449e-16,+3.066937e-16
+6.690000e-13,+3.240208e-16,+1.763714e-16,+3.061164e-16
+6.700000e-13,+3.232335e-16,+1.773734e-16,+3.052865e-16
+6.710000e-13,+3.240077e-16,+1.777026e-16,+3.040146e-16
+6.720000e-13,+3.249181e-16,+1.785290e-16,+3.030991e-16
+6.730000e-13,+3.250426e-16,+1.777794e-16,+3.044642e-16
+6.740000e-13,+3.257707e-16,+1.786108e-16,+3.055742e-16
+6.750000e-13,+3.259301e-16,+1.786241e-16,+3.061021e-16
+6.760000e-13,+3.268795e-16,+1.794232e-16,+3.075336e-16
+6.770000e-13,+3.279509e-16,+1.793005e-16,+3.070790e-16
+6.780000e-13,+3.276347e-16,+1.802370e-16,+3.071214e-16
+6.790000e-13,+3.297233e-16,+1.797481e-16,+3.072379e-16
+6.800000e-13,+3.310233e-16,+1.799697e-16,+3.064346e-16
+6.810000e-13,+3.338612e-16,+1.802368e-16,+3.057945e-16
+6.820000e-13,+3.335667e-16,+1.805497e-16,+3.070353e-16
+6.830000e-13,+3.328162e-16,+1.797162e-16,+3.083677e-16
+6.840000e-13,+3.334594e-16,+1.794799e-16,+3.081039e-16
+6.850000e-13,+3.328080e-16,+1.792668e-16,+3.087261e-16
+6.860000e-13,+3.333386e-16,+1.789549e-16,+3.087564e-16
+6.870000e-13,+3.351474e-16,+1.789447e-16,+3.098163e-16
+6.880000e-13,+3.365996e-16,+1.793307e-16,+3.111332e-16
+6.890000e-13,+3.373781e-16,+1.795686e-16,+3.118021e-16
+6.900000e-13,+3.363035e-16,+1.806966e-16,+3.107528e-16
+6.910000e-13,+3.350331e-16,+1.806983e-16,+3.130690e-16
+6.920000e-13,+3.356934e-16,+1.815108e-16,+3.124547e-16
+6.930000e-13,+3.361267e-16,+1.817668e-16,+3.122933e-16
+6.940000e-13,+3.366218e-16,+1.821948e-16,+3.119550e-16
+6.950000e-13,+3.378033e-16,+1.829758e-16,+3.130677e-16
+6.960000e-13,+3.378051e-16,+1.834906e-16,+3.140425e-16
+6.970000e-13,+3.386140e-16,+1.828348e-16,+3.141663e-16
+6.980000e-13,+3.384340e-16,+1.824101e-16,+3.145793e-16
+6.990000e-13,+3.391236e-16,+1.826544e-16,+3.145719e-16
+7.000000e-13,+3.387081e-16,+1.831031e-16,+3.151890e-16
+7.010000e-13,+3.385076e-16,+1.827937e-16,+3.164724e-16
+7.020000e-13,+3.388475e-16,+1.819652e-16,+3.156509e-16
+7.030000e-13,+3.393390e-16,+1.821944e-16,+3.158700e-16
+7.040000e-13,+3.400780e-16,+1.831773e-16,+3.157230e-16
+7.050000e-13,+3.403212e-16,+1.832355e-16,+3.165112e-16
+7.060000e-13,+3.394125e-16,+1.834141e-16,+3.174372e-16
+7.070000e-13,+3.397168e-16,+1.836712e-16,+3.186744e-16
+7.080000e-13,+3.405008e-16,+1.837869e-16,+3.198185e-16
+7.090000e-13,+3.405301e-16,+1.844206e-16,+3.199828e-16
+7.100000e-13,+3.412244e-16,+1.849063e-16,+3.195632e-16
+7.110000e-13,+3.418745e-16,+1.854620e-16,+3.187527e-16
+7.120000e-13,+3.411726e-16,+1.853885e-16,+3.183943e-16
+7.130000e-13,+3.410909e-16,+1.849018e-16,+3.185542e-16
+7.140000e-13,+3.424303e-16,+1.849873e-16,+3.195465e-16
+7.150000e-13,+3.419913e-16,+1.851045e-16,+3.190517e-16
+7.160000e-13,+3.420335e-16,+1.848193e-16,+3.200576e-16
+7.170000e-13,+3.428825e-16,+1.853182e-16,+3.197289e-16
+7.180000e-13,+3.440199e-16,+1.855311e-16,+3.185487e-16
+7.190000e-13,+3.442888e-16,+1.858916e-16,+3.186115e-16
+7.200000e-13,+3.451991e-16,+1.862745e-16,+3.219135e-16
+7.210000e-13,+3.442558e-16,+1.861844e-16,+3.223629e-16
+7.220000e-13,+3.453193e-16,+1.867441e-16,+3.230788e-16
+7.230000e-13,+3.460453e-16,+1.866911e-16,+3.241929e-16
+7.240000e-13,+3.470802e-16,+1.865055e-16,+3.248210e-16
+7.250000e-13,+3.477536e-16,+1.870677e-16,+3.264213e-16
+7.260000e-13,+3.479583e-16,+1.871673e-16,+3.272941e-16
+7.270000e-13,+3.488344e-16,+1.885510e-16,+3.270495e-16
+7.280000e-13,+3.501622e-16,+1.892427e-16,+3.279990e-16
+7.290000e-13,+3.497499e-16,+1.902835e-16,+3.280378e-16
+7.300000e-13,+3.512707e-16,+1.902154e-16,+3.293610e-16
+7.310000e-13,+3.512059e-16,+1.911196e-16,+3.291609e-16
+7.320000e-13,+3.527189e-16,+1.925567e-16,+3.287525e-16
+7.330000e-13,+3.532218e-16,+1.930934e-16,+3.292781e-16
+7.340000e-13,+3.521315e-16,+1.929722e-16,+3.298649e-16
+7.350000e-13,+3.513253e-16,+1.927337e-16,+3.298497e-16
+7.360000e-13,+3.514615e-16,+1.937372e-16,+3.296945e-16
+7.370000e-13,+3.532733e-16,+1.946050e-16,+3.300500e-16
+7.380000e-13,+3.564220e-16,+1.947464e-16,+3.299800e-16
+7.390000e-13,+3.563672e-16,+1.951578e-16,+3.314396e-16
+7.400000e-13,+3.562974e-16,+1.952328e-16,+3.319693e-16
+7.410000e-13,+3.558608e-16,+1.957298e-16,+3.318567e-16
+7.420000e-13,+3.563877e-16,+1.961055e-16,+3.317159e-16
+7.430000e-13,+3.577785e-16,+1.966139e-16,+3.332120e-16
+7.440000e-13,+3.566559e-16,+1.969648e-16,+3.336038e-16
+7.450000e-13,+3.572353e-16,+1.974685e-16,+3.339559e-16
+7.460000e-13,+3.575770e-16,+1.973730e-16,+3.342556e-16
+7.470000e-13,+3.571570e-16,+1.981164e-16,+3.341501e-16
+7.480000e-13,+3.580763e-16,+1.986944e-16,+3.330632e-16
+7.490000e-13,+3.579432e-16,+1.996758e-16,+3.341104e-16
+7.500000e-13,+3.580653e-16,+1.995621e-16,+3.344821e-16
+7.510000e-13,+3.579878e-16,+1.989472e-16,+3.349004e-16
+7.520000e-13,+3.584318e-16,+1.994374e-16,+3.349461e-16
+7.530000e-13,+3.587136e-16,+2.002760e-16,+3.344879e-16
+7.540000e-13,+3.592748e-16,+2.007680e-16,+3.346440e-16
+7.550000e-13,+3.613604e-16,+2.011624e-16,+3.353255e-16
+7.560000e-13,+3.615168e-16,+2.006627e-16,+3.340746e-16
+7.570000e-13,+3.638383e-16,+2.009580e-16,+3.350644e-16
+7.580000e-13,+3.654751e-16,+2.017171e-16,+3.357529e-16
+7.590000e-13,+3.649218e-16,+2.019201e-16,+3.341954e-16
