   +4.804056e-07 +8.440874e-09 +2.986064e-07
   +4.796384e-07 +8.549531e-09 +3.009088e-07
   +4.798235e-07 +8.553962e-09 +3.009845e-07
   +4.800086e-07 +8.558394e-09 +3.010601e-07
   +4.801937e-07 +8.562825e-09 +3.011357e-07
   +4.803788e-07 +8.567256e-09 +3.012114e-07
   +4.805638e-07 +8.571687e-09 +3.012870e-07
   +4.807489e-07 +8.576118e-09 +3.013627e-07
   +4.809340e-07 +8.580549e-09 +3.014383e-07
   +4.800594e-07 +6.398497e-09 +2.998729e-07
   +4.805736e-07 +5.647857e-09 +2.988010e-07
   +4.807587e-07 +5.652288e-09 +2.988766e-07
   +4.805133e-07 +7.045050e-09 +2.987203e-07
   +4.806984e-07 +7.049481e-09 +2.987959e-07
   +4.799531e-07 +7.794354e-09 +2.997594e-07
   +4.801382e-07 +7.798785e-09 +2.998351e-07
   +4.803233e-07 +7.803216e-09 +2.999107e-07
   +4.805084e-07 +7.807647e-09 +2.999864e-07
   +4.806935e-07 +7.812078e-09 +3.000620e-07
   +4.808786e-07 +7.816509e-09 +3.001377e-07
   +4.810637e-07 +7.820940e-09 +3.002133e-07
   +4.812488e-07 +7.825371e-09 +3.002890e-07
   +4.814338e-07 +7.829802e-09 +3.003646e-07
   +4.816189e-07 +7.834234e-09 +3.004402e-07
   +4.818040e-07 +7.838665e-09 +3.005159e-07
   +4.819891e-07 +7.843096e-09 +3.005915e-07
   +4.821742e-07 +7.847527e-09 +3.006672e-07
   +4.796327e-07 +7.150994e-09 +3.009764e-07
   +4.798178e-07 +7.155424e-09 +3.010519e-07
   +4.800735e-07 +7.797235e-09 +2.998086e-07
   +4.809201e-07 +7.690478e-09 +2.975387e-07
   +4.811052e-07 +7.694907e-09 +2.976143e-07
   +4.812903e-07 +7.699336e-09 +2.976900e-07
   +4.814754e-07 +7.703765e-09 +2.977656e-07
   +4.816605e-07 +7.708194e-09 +2.978412e-07
   +4.818456e-07 +7.712624e-09 +2.979169e-07
   +4.820307e-07 +7.717053e-09 +2.979925e-07
   +4.799764e-07 +9.193550e-09 +2.997030e-07
   +4.801615e-07 +9.197978e-09 +2.997787e-07
   +4.800774e-07 +1.059476e-08 +2.996842e-07
   +4.802625e-07 +1.059919e-08 +2.997598e-07
   +4.804476e-07 +1.060361e-08 +2.998353e-07
   +4.806327e-07 +1.060803e-08 +2.999109e-07
   +4.808179e-07 +1.061246e-08 +2.999864e-07
   +4.810030e-07 +1.061688e-08 +3.000620e-07
   +4.811881e-07 +1.062131e-08 +3.001375e-07
   +4.813732e-07 +1.062573e-08 +3.002131e-07
   +4.795817e-07 +9.946716e-09 +3.008197e-07
   +4.964185e-07 +9.078287e-09 +3.103782e-07
   +4.966038e-07 +9.082955e-09 +3.104534e-07
   +4.967890e-07 +9.087624e-09 +3.105286e-07
   +4.969743e-07 +9.092292e-09 +3.106039e-07
   +4.973441e-07 +8.973579e-09 +3.081445e-07
   +4.973849e-07 +6.177751e-09 +3.082870e-07
   +4.975701e-07 +6.182415e-09 +3.083623e-07
   +4.977553e-07 +6.187079e-09 +3.084376e-07
   +4.968572e-07 +6.927748e-09 +3.093495e-07
   +4.970424e-07 +6.932412e-09 +3.094248e-07
   +4.972277e-07 +6.937076e-09 +3.095001e-07
   +4.974129e-07 +6.941740e-09 +3.095754e-07
   +4.975981e-07 +6.946404e-09 +3.096507e-07
   +4.977833e-07 +6.951068e-09 +3.097260e-07
   +4.973913e-07 +7.576215e-09 +3.082197e-07
   +4.972662e-07 +1.176867e-08 +3.079769e-07
   +4.976625e-07 +1.241332e-08 +3.067951e-07
   +4.973760e-07 +1.177143e-08 +3.080215e-07
   +4.975613e-07 +1.177610e-08 +3.080967e-07
   +4.977465e-07 +1.178076e-08 +3.081720e-07
   +4.979318e-07 +1.178543e-08 +3.082472e-07
   +4.981170e-07 +1.179009e-08 +3.083225e-07
   +4.983023e-07 +1.179476e-08 +3.083977e-07
   +4.984875e-07 +1.179942e-08 +3.084730e-07
   +4.986727e-07 +1.180409e-08 +3.085482e-07
   +4.977338e-07 +1.241512e-08 +3.068241e-07
   +4.979190e-07 +1.241979e-08 +3.068994e-07
   +4.981043e-07 +1.242447e-08 +3.069748e-07
   +4.982895e-07 +1.242914e-08 +3.070501e-07
   +4.984747e-07 +1.243381e-08 +3.071254e-07
   +4.986599e-07 +1.243849e-08 +3.072008e-07
   +4.988451e-07 +1.244316e-08 +3.072761e-07
   +4.990303e-07 +1.244784e-08 +3.073515e-07
   +4.978310e-07 +9.620858e-09 +3.069955e-07
   +4.980162e-07 +9.625526e-09 +3.070709e-07
   +4.982014e-07 +9.630195e-09 +3.071463e-07
   +4.983866e-07 +9.634863e-09 +3.072216e-07
   +4.958661e-07 +9.828009e-09 +3.114347e-07
   +4.960514e-07 +9.832671e-09 +3.115099e-07
   +4.962367e-07 +9.837333e-09 +3.115851e-07
   +4.964219e-07 +9.841995e-09 +3.116603e-07
   +4.963811e-07 +9.077343e-09 +3.103629e-07
   +4.965663e-07 +9.082012e-09 +3.104382e-07
   +4.967516e-07 +9.086680e-09 +3.105134e-07
   +4.969368e-07 +9.091348e-09 +3.105887e-07
   +4.971221e-07 +9.096016e-09 +3.106639e-07
   +4.973073e-07 +9.100684e-09 +3.107392e-07
   +4.967833e-07 +8.324187e-09 +3.092495e-07
   +4.969685e-07 +8.328853e-09 +3.093248e-07
   +4.971537e-07 +8.333519e-09 +3.094001e-07
   +4.963713e-07 +7.678797e-09 +3.104290e-07
   +4.958816e-07 +1.122630e-08 +3.113709e-07
   +4.960668e-07 +1.123098e-08 +3.114462e-07
   +4.962520e-07 +1.123565e-08 +3.115214e-07
   +4.963663e-07 +1.047592e-08 +3.102911e-07
   +4.972848e-07 +1.037113e-08 +3.080544e-07
   +4.974700e-07 +1.037580e-08 +3.081297e-07
   +4.976553e-07 +1.038046e-08 +3.082049e-07
   +4.968772e-07 +9.725103e-09 +3.092217e-07
   +4.970624e-07 +9.729768e-09 +3.092971e-07
   +4.976814e-07 +9.617087e-09 +3.069346e-07
   +4.978666e-07 +9.621755e-09 +3.070100e-07
   +4.980518e-07 +9.626424e-09 +3.070854e-07
   +4.982774e-07 +8.868715e-09 +3.059000e-07
   +4.984627e-07 +8.873381e-09 +3.059753e-07
   +4.973949e-07 +8.974858e-09 +3.081651e-07
   +4.975801e-07 +8.979525e-09 +3.082403e-07
   +4.977654e-07 +8.984192e-09 +3.083156e-07
   +4.979506e-07 +8.988860e-09 +3.083908e-07
   +4.972259e-07 +1.316590e-08 +3.078946e-07
   +4.972751e-07 +1.176889e-08 +3.079805e-07
   +4.977424e-07 +1.381433e-08 +3.067675e-07
   +4.979276e-07 +1.381900e-08 +3.068428e-07
   +4.981128e-07 +1.382366e-08 +3.069181e-07
   +4.982981e-07 +1.382833e-08 +3.069934e-07
   +4.984833e-07 +1.383300e-08 +3.070687e-07
   +4.986685e-07 +1.383766e-08 +3.071440e-07
   +4.967967e-07 +1.391868e-08 +3.089971e-07
   +4.969820e-07 +1.392335e-08 +3.090724e-07
   +4.971672e-07 +1.392801e-08 +3.091476e-07
   +4.973616e-07 +1.316932e-08 +3.079498e-07
   +4.975468e-07 +1.317399e-08 +3.080251e-07
   +4.977320e-07 +1.317865e-08 +3.081005e-07
   +4.972115e-07 +1.456380e-08 +3.078228e-07
   +4.973967e-07 +1.456847e-08 +3.078982e-07
   +4.964446e-07 +1.467340e-08 +3.101309e-07
   +4.968057e-07 +1.391891e-08 +3.090008e-07
   +4.969910e-07 +1.392357e-08 +3.090760e-07
   +4.976609e-07 +1.381227e-08 +3.067344e-07
   +4.978461e-07 +1.381694e-08 +3.068097e-07
   +4.980313e-07 +1.382161e-08 +3.068850e-07
   +4.969234e-07 +1.112462e-08 +3.091845e-07
   +4.964622e-07 +1.047834e-08 +3.103301e-07
   +4.966474e-07 +1.048300e-08 +3.104054e-07
   +4.963443e-07 +1.187362e-08 +3.102162e-07
   +4.965296e-07 +1.187828e-08 +3.102915e-07
   +4.967148e-07 +1.188295e-08 +3.103668e-07
   +4.969000e-07 +1.188761e-08 +3.104422e-07
   +4.970852e-07 +1.189228e-08 +3.105175e-07
   +4.972704e-07 +1.189694e-08 +3.105929e-07
   +4.974556e-07 +1.190161e-08 +3.106682e-07
   +4.959382e-07 +1.262698e-08 +3.113280e-07
   +4.961234e-07 +1.263164e-08 +3.114032e-07
   +4.959596e-07 +8.431715e-09 +3.115386e-07
   +4.976873e-07 +6.820285e-09 +3.070730e-07
   +4.978726e-07 +6.824953e-09 +3.071482e-07
   +4.980578e-07 +6.829622e-09 +3.072235e-07
   +4.982431e-07 +6.834290e-09 +3.072987e-07
   +4.983002e-07 +1.026755e-08 +3.058532e-07
   +4.987159e-07 +8.116471e-09 +3.048111e-07
   +4.989011e-07 +8.121138e-09 +3.048864e-07
   +4.990864e-07 +8.125805e-09 +3.049616e-07
   +4.992716e-07 +8.130473e-09 +3.050369e-07
   +4.994569e-07 +8.135140e-09 +3.051121e-07
   +4.996421e-07 +8.139807e-09 +3.051874e-07
   +4.998273e-07 +8.144474e-09 +3.052626e-07
   +5.000126e-07 +8.149141e-09 +3.053379e-07
   +5.001978e-07 +8.153808e-09 +3.054131e-07
   +5.003831e-07 +8.158476e-09 +3.054883e-07
   +5.005683e-07 +8.163143e-09 +3.055636e-07
   +5.007536e-07 +8.167810e-09 +3.056388e-07
   +4.982383e-07 +6.070877e-09 +3.060200e-07
   +4.984235e-07 +6.075543e-09 +3.060953e-07
   +4.986087e-07 +6.080209e-09 +3.061707e-07
   +4.987939e-07 +6.084876e-09 +3.062460e-07
   +4.989791e-07 +6.089542e-09 +3.063213e-07
   +4.991644e-07 +6.094208e-09 +3.063967e-07
   +4.993496e-07 +6.098874e-09 +3.064720e-07
   +4.977539e-07 +6.821963e-09 +3.071000e-07
   +4.979392e-07 +6.826631e-09 +3.071753e-07
   +4.981244e-07 +6.831299e-09 +3.072505e-07
   +4.983097e-07 +6.835967e-09 +3.073258e-07
   +4.967724e-07 +1.391807e-08 +3.089872e-07
   +4.969577e-07 +1.392273e-08 +3.090625e-07
   +4.971429e-07 +1.392740e-08 +3.091377e-07
   +4.973281e-07 +1.393206e-08 +3.092130e-07
   +4.975134e-07 +1.393673e-08 +3.092882e-07
   +4.976986e-07 +1.394139e-08 +3.093635e-07
   +4.973690e-07 +1.316951e-08 +3.079528e-07
   +4.975543e-07 +1.317417e-08 +3.080282e-07
   +4.977395e-07 +1.317884e-08 +3.081035e-07
   +4.979247e-07 +1.318350e-08 +3.081788e-07
   +4.981099e-07 +1.318817e-08 +3.082542e-07
   +4.972678e-07 +1.176871e-08 +3.079775e-07
   +4.968897e-07 +9.725418e-09 +3.092268e-07
   +4.970749e-07 +9.730083e-09 +3.093021e-07
   +4.978029e-07 +9.620151e-09 +3.069841e-07
   +4.977035e-07 +6.820693e-09 +3.070796e-07
   +4.978888e-07 +6.825361e-09 +3.071548e-07
   +4.980740e-07 +6.830030e-09 +3.072301e-07
   +4.982593e-07 +6.834698e-09 +3.073053e-07
   +4.984445e-07 +6.839366e-09 +3.073805e-07
   +4.986298e-07 +6.844034e-09 +3.074558e-07
   +4.988150e-07 +6.848702e-09 +3.075310e-07
   +4.978159e-07 +8.222175e-09 +3.070593e-07
   +4.980011e-07 +8.226843e-09 +3.071345e-07
   +4.981864e-07 +8.231510e-09 +3.072097e-07
   +4.983716e-07 +8.236177e-09 +3.072850e-07
   +4.973175e-07 +8.972909e-09 +3.081337e-07
   +4.975028e-07 +8.977576e-09 +3.082089e-07
   +4.976880e-07 +8.982243e-09 +3.082842e-07
   +4.978733e-07 +8.986910e-09 +3.083594e-07
   +4.980585e-07 +8.991577e-09 +3.084347e-07
   +4.972861e-07 +7.573564e-09 +3.081769e-07
   +4.974713e-07 +7.578231e-09 +3.082522e-07
   +4.968433e-07 +8.325699e-09 +3.092739e-07
   +4.959024e-07 +8.430273e-09 +3.115154e-07
   +4.960877e-07 +8.434941e-09 +3.115906e-07
   +4.958380e-07 +9.827300e-09 +3.114232e-07
   +4.960232e-07 +9.831962e-09 +3.114984e-07
   +4.962085e-07 +9.836624e-09 +3.115737e-07
   +4.963937e-07 +9.841286e-09 +3.116489e-07
   +4.965790e-07 +9.845947e-09 +3.117241e-07
   +4.967643e-07 +9.850609e-09 +3.117993e-07
   +4.969495e-07 +9.855271e-09 +3.118745e-07
   +4.971348e-07 +9.859933e-09 +3.119497e-07
   +4.968858e-07 +1.112367e-08 +3.091692e-07
   +4.976809e-07 +1.381278e-08 +3.067426e-07
   +4.978661e-07 +1.381745e-08 +3.068178e-07
   +4.980514e-07 +1.382211e-08 +3.068931e-07
   +4.982300e-07 +1.306302e-08 +3.056888e-07
   +4.976504e-07 +1.241301e-08 +3.067902e-07
   +4.986809e-07 +1.231080e-08 +3.045951e-07
   +4.988662e-07 +1.231546e-08 +3.046704e-07
   +4.990514e-07 +1.232013e-08 +3.047457e-07
   +4.992366e-07 +1.232480e-08 +3.048209e-07
   +4.994219e-07 +1.232946e-08 +3.048962e-07
   +4.996071e-07 +1.233413e-08 +3.049715e-07
   +4.997923e-07 +1.233880e-08 +3.050468e-07
   +4.999776e-07 +1.234347e-08 +3.051221e-07
   +5.001628e-07 +1.234813e-08 +3.051974e-07
   +5.003480e-07 +1.235280e-08 +3.052726e-07
   +5.005333e-07 +1.235747e-08 +3.053479e-07
   +5.007185e-07 +1.236214e-08 +3.054232e-07
   +5.009037e-07 +1.236680e-08 +3.054985e-07
   +4.986565e-07 +1.091218e-08 +3.046551e-07
   +4.987005e-07 +1.231129e-08 +3.046031e-07
   +4.988858e-07 +1.231596e-08 +3.046783e-07
   +4.990710e-07 +1.232062e-08 +3.047536e-07
   +4.992562e-07 +1.232529e-08 +3.048289e-07
   +4.994415e-07 +1.232996e-08 +3.049042e-07
   +4.996267e-07 +1.233463e-08 +3.049795e-07
   +4.998119e-07 +1.233929e-08 +3.050548e-07
   +4.999972e-07 +1.234396e-08 +3.051300e-07
   +5.001824e-07 +1.234863e-08 +3.052053e-07
